Phrase,"Search Volume",Category,Fulfillment,"Size Tier","Variation Count",BSR,Price,"Monthly Sales","Monthly Revenue","Review Count","Reviews Rating",Sellers,"Last Year Sales","Sales Year Over Year","Sales Trend (90 days)","Price Trend (90 days)","Best Sales Period","Broad Reach Potential","Number of competing products","Sales to Reviews"
"anc earbuds",3923,Electronics,FBA,"Large Standard-Size",3,6963,66.84,1776,116609.66,6330,4.31,4,24425,59,16,2,"Jan, 2024",5,921,0.85
"skar 8 inch subwoofer",3923,Electronics,FBA,"Small Oversize",8,103615,153.61,41,3188.45,385,4.58,2,899,-26,-34,18,"May, 2022",3,162,0.11
"wireless earbuds bluetooth",3923,Electronics,FBA,"Large Standard-Size",8,398,33.97,10859,396641.65,36022,4.51,3,134231,,0,0,"Jan, 2024",9,7000,3.11
"bluetooth para carro",3923,Electronics,FBA,"Large Standard-Size",4,1002,23.49,8721,151322.29,24231,4.40,1,117573,-34,112,0,"May, 2022",6,263,0.24
"aux cord for iphone",3923,Electronics,FBA,"Small Standard-Size",4,49,8.99,19164,172284.36,3774,3.50,1,140745,,211,-3,"Sep, 2023",7,872,5.08
"bluetooth dongle for pc",3923,Electronics,Amazon,"Large Standard-Size",1,554,11.99,6358,76232.42,55970,4.40,12,,,0,5,"Jan, 2024",4,319,0.11
"waterproof smartwatch",3923,Electronics,FBA,"Large Standard-Size",7,15889,37.99,1107,38328.13,2563,4.26,2,20645,-31,0,2,"Jan, 2024",6,1000,1.21
"rca to hdmi adapter",3923,Electronics,FBA,"Large Standard-Size",0,4111,9.16,1373,12245.52,1672,3.80,1,12156,,58,0,"Jan, 2024",6,531,0.73
"android smart watches for men",3923,Electronics,FBA,"Large Standard-Size",6,4755,76.22,1514,89511.39,3359,4.24,4,12788,-28,0,-2,"Jan, 2024",5,2000,2.46
"airpod pro charging case",3923,Electronics,FBA,"Large Standard-Size",2,10589,33.05,712,23435.2,702,4.08,2,14730,,0,0,"Jan, 2024",5,4000,4.06
"bandou - original kids headphones headband toddler",3858,Electronics,FBA,"Large Standard-Size",7,43513,17.99,1508,30392.58,6045,4.07,2,24922,212,0,0,"Dec, 2022",0,68,2.73
"wireless ear hanging bluetooth headset",3858,Electronics,FBA,"Large Standard-Size",5,14228,32.68,2626,89756.11,4111,4.29,2,38570,,0,-27,"Jan, 2024",2,734,5.12
"galaxy tab s9 fe",3857,Electronics,Amazon,"Large Standard-Size",9,81803,414.75,1333,349730.29,1681,4.15,9,15628,,120,-4,"Jan, 2024",5,732,5.60
"raspberry pi 5 power supply",3857,Electronics,FBA,"Large Standard-Size",0,41067,27.99,18,503.82,0,-1.00,1,,,0,5,"Feb, 2024",2,785,-1.00
"insta360 ace pro",3857,Electronics,FBM,N/A,2,124415,475.99,84,37721.17,56,4.60,2,,,-100,-3,"Dec, 2023",3,328,4.57
"headphones wireless beats",3846,Electronics,Amazon,"Large Standard-Size",11,2417,137.6,4868,821675.8,23631,4.47,5,72995,540,0,-13,"Jan, 2024",8,2000,6.43
"4x6 speakers",3846,Electronics,FBA,"Large Standard-Size",4,30642,43.28,132,5820.41,1890,4.43,11,1777,15,14,0,"Apr, 2022",6,1000,0.28
"ceiling mount tv bracket",3846,Electronics,FBA,"Large Standard-Size",2,14887,71.21,574,30651.19,1378,4.52,2,,,25,0,"May, 2023",4,1000,1.35
"headphones jbl",3846,Electronics,Amazon,"Large Standard-Size",6,3927,68.07,4603,291501.99,8033,4.38,8,52250,90,0,86,"Dec, 2023",8,1000,1.34
"monitor 24 inch",3846,Electronics,Amazon,"Small Oversize",5,1595,99.42,2963,301707.58,8012,4.55,8,49115,-21,2671,13,"Jan, 2024",7,1000,1.28
"emergency satellite phone",3846,Electronics,FBA,"Large Standard-Size",3,19816,319.81,1011,86376.93,3854,4.38,10,11961,121,0,17,"Jun, 2022",2,243,0.61
"power strip usb c",3846,Electronics,FBA,"Large Standard-Size",4,1476,22.18,6596,134780.23,4827,4.73,2,112815,,0,-6,"Jan, 2024",5,1000,6.69
"dyson headphones",3846,Electronics,FBA,"Large Standard-Size",5,25224,257.74,3341,498193.95,9872,4.42,6,58103,43,0,-4,"Dec, 2022",2,95,1.65
"airpod pros earbuds",3846,Electronics,FBA,"Large Standard-Size",3,1174,92.78,10723,1131974.41,59379,4.40,4,155507,476,3,-2,"Oct, 2023",5,1000,19.10
"ricoh gr iii x",3846,Electronics,FBM,"Large Standard-Size",3,190365,1113.38,29,29171.9,75,3.83,2,231,14,100,-2,"Nov, 2023",2,173,1.91
"android watch",3846,Electronics,FBA,"Large Standard-Size",8,9001,98.32,1340,107619.03,6928,4.26,4,13602,-17,0,0,"Jan, 2024",8,2000,0.82
"blu ray dvd player",3846,Electronics,FBA,"Large Standard-Size",2,8802,85.29,1638,108710.92,4389,4.34,3,17922,24,7,0,"Mar, 2022",7,450,4.21
tiles,3846,Electronics,FBA,"Large Standard-Size",5,32961,42.16,1448,61093.34,4123,4.41,3,14961,-6,-80,0,"Dec, 2022",10,90000,1.62
"outdoor tv enclosure",3846,Electronics,FBA,"Large Standard-Size",19,93595,278.23,243,18648.44,4022,4.57,2,6790,28,0,0,"May, 2023",4,299,0.60
"remote finder",3846,Electronics,FBA,"Large Standard-Size",1,17178,19.96,823,15824.69,2600,4.30,2,12870,18,-29,0,"Dec, 2022",5,682,3.80
"ipod shuffle",3846,Electronics,FBA,"Large Standard-Size",3,53110,54.67,335,12875.76,1694,3.72,4,5263,-6,0,0,"Dec, 2023",7,230,1.26
"samsung s9",3846,Electronics,Amazon,"Large Standard-Size",11,20731,849.39,567,291641.35,613,4.27,3,,,51,-1,"Jan, 2024",9,10000,1.95
"garmin vivoactive 4",3846,Electronics,FBA,"Large Standard-Size",3,40242,151.75,776,123157.25,2893,4.29,5,9930,-27,-14,2,"Aug, 2023",4,1000,4.58
fx3,3846,Electronics,FBM,"Large Standard-Size",3,257991,4054.17,118,145304.69,185,4.80,5,1103,-50,0,0,"Jan, 2024",5,528,1.38
"aoc 24 inch monitor",3846,Electronics,Amazon,"Small Oversize",4,101031,147.16,1507,160355.21,7400,4.56,7,21127,86,0,7,"Jan, 2024",4,158,0.25
"144 hz monitor",3846,Electronics,Amazon,"Small Oversize",5,6196,136.46,1200,146154.42,3505,4.48,6,13601,122,842,7,"Dec, 2023",6,934,0.53
"audifonos bose",3846,Electronics,Amazon,"Large Standard-Size",7,4636,161.58,5381,719850.04,17742,4.24,6,70392,272,0,-7,"Dec, 2023",5,251,1.73
"garmin instinct 2x solar",3846,Electronics,FBM,"Large Standard-Size",9,134279,413.56,207,72764.21,8348,4.55,7,2556,-18,-63,0,"Dec, 2023",3,203,1.41
"floorstanding speakers",3846,Electronics,FBM,"Small Oversize",3,129770,386.01,40,11074.73,1196,4.63,4,367,-45,0,0,"Mar, 2022",6,480,0.46
"tv riser",3846,Electronics,FBA,"Large Standard-Size",2,39266,43.01,3941,138279.16,8897,4.59,3,27545,31,81,-4,"Jan, 2024",6,932,2.56
"garmin venu 2",3846,Electronics,FBA,"Large Standard-Size",3,51584,278.27,192,58285.5,1702,4.31,6,2885,57,-109,0,"Jul, 2022",4,139,0.99
"speaker bluetooth",3846,Electronics,FBA,"Large Standard-Size",11,2529,76.19,4617,232617.19,29226,4.63,6,71153,17,-58,2,"Dec, 2023",10,5000,0.43
"thunderbolt to usb c",3846,Electronics,FBA,"Small Standard-Size",1,56422,11.99,80,860.2,168,4.15,1,216,2986,300,12,"Jan, 2024",7,6000,1.70
"bose sport earbuds",3846,Electronics,Amazon,"Large Standard-Size",6,21809,160.97,2269,455532.99,13350,4.18,5,32214,149,-88,21,"Dec, 2022",5,179,2.17
"google pixel buds",3846,Electronics,FBA,"Large Standard-Size",4,66019,76.29,3013,215349.5,6171,3.89,6,46064,139,0,0,"Aug, 2023",5,517,0.98
"bluetooth radio transmitter for car",3846,Electronics,FBA,"Large Standard-Size",0,78,16.99,16957,288099.43,41100,4.50,1,226918,-12,112,0,"May, 2022",5,1000,0.41
"record player speakers",3846,Electronics,FBA,"Large Standard-Size",4,13618,101.86,755,78809.85,6726,4.52,3,15654,-3,0,0,"Dec, 2023",6,1000,2.28
"dog tracker gps",3846,Electronics,FBA,"Small Standard-Size",4,28884,46.58,3900,77225.84,10891,3.95,2,153182,4,0,0,"Jan, 2024",6,881,4.69
"digital recorder",3846,Electronics,FBA,"Large Standard-Size",1,10696,41.34,1396,57368.13,4037,4.30,7,18148,5,0,0,"Jan, 2024",8,1000,2.71
"165hz monitor",3846,Electronics,Amazon,"Small Oversize",5,9749,137.59,1527,209661.74,3756,4.53,9,14899,181,-25,6,"Jan, 2024",6,597,0.69
"samsung tablets on sale",3846,Electronics,FBA,"Large Standard-Size",7,11528,201.63,546,79969.67,5143,4.35,10,11465,28,0,-1,"Dec, 2023",5,194,3.15
"in ears",3846,Electronics,FBA,"Large Standard-Size",11,33648,34.76,572,24686.25,4058,4.43,3,6420,74,159,0,"Jan, 2024",10,8000,0.21
"macbook adapter",3814,Electronics,FBA,"Small Standard-Size",5,551,16.99,6643,121148.51,10515,4.45,1,47189,,592,0,"Jan, 2024",8,6000,0.78
"light alarm clock sunrise",3787,Electronics,FBA,"Large Standard-Size",2,18099,61.22,3308,232476.58,3385,4.36,3,37323,-19,-15,0,"Jan, 2024",5,295,4.83
"redmi watch 4",3780,Electronics,FBA,"Large Standard-Size",8,37237,82.37,1623,220947.05,8497,4.32,3,22353,-48,0,0,"Jan, 2024",1,148,1.29
"apple 10th gen ipad",3780,Electronics,Amazon,"Large Standard-Size",23,517,249.48,16694,4691247.73,27266,4.55,3,189257,,0,-4,"Nov, 2023",4,119,1.51
holospinner,3780,Electronics,FBA,"Large Standard-Size",0,64746,53.1,141,7487.1,23,3.60,1,,,0,-3,"Dec, 2023",1,51,6.13
"wifi hotspot",3529,Electronics,FBA,"Large Standard-Size",2,16796,129.67,503,55903.24,4108,3.81,6,6237,-3,-25,-27,"Oct, 2022",7,1000,5.41
"universal remote control samsung",3529,Electronics,FBA,"Large Standard-Size",2,7125,9.37,6823,66470.92,9610,4.47,2,87463,256,0,0,"Jan, 2024",4,1000,7.61
"military smart watches for men",3529,Electronics,FBA,"Large Standard-Size",6,15919,71.16,475,39428.63,1326,4.08,2,9992,-54,0,0,"Jan, 2024",4,646,4.53
"coaxial cable splitter",3529,Electronics,FBA,"Large Standard-Size",3,23626,11.79,412,4051.68,1435,4.48,2,5232,108,111,0,"Sep, 2022",5,776,0.56
"remote control",3529,Electronics,FBA,"Large Standard-Size",2,911,12.08,9963,111523.54,15924,4.41,3,120684,-38,65,0,"Sep, 2022",10,70000,1.08
"chromecast remote",3529,Electronics,FBA,"Large Standard-Size",3,37240,15.19,997,25110.45,978,4.18,4,50700,15,0,0,"Jan, 2024",3,487,9.47
"power cord extension",3529,Electronics,FBA,"Large Standard-Size",7,1665,16.71,16335,205594.27,14718,4.75,2,177347,-15,0,0,"Jan, 2024",7,7000,2.17
"55 tv",3529,Electronics,Amazon,"Large Oversize",19,11655,657.79,974,450463.21,5613,4.44,20,4779,-29,7,-3,"Nov, 2023",9,528,0.90
"camara digital",3529,Electronics,FBA,"Large Standard-Size",3,23169,121.94,1566,144239.37,2081,4.32,5,27526,,0,0,"Dec, 2023",6,4000,4.85
"sony camcorder",3529,Electronics,FBM,"Large Standard-Size",2,122401,586.09,241,37522.97,691,4.42,5,4126,90,0,0,"Mar, 2022",7,429,2.46
"nikon z30",3529,Electronics,FBM,"Large Standard-Size",2,317528,864.55,27,17535.98,90,4.39,6,311,53,0,0,"May, 2023",3,720,1.14
"apple tracker",3529,Electronics,FBA,"Small Standard-Size",4,2761,29.53,9272,399830.89,27073,4.37,3,191056,3,0,0,"Jan, 2024",6,1000,2.42
"10 subwoofer",3529,Electronics,FBA,"Large Standard-Size",4,77378,100,61,4813.39,872,4.46,9,983,10,-82,17,"Apr, 2022",8,1000,0.25
"wallet tracker card",3529,Electronics,FBA,"Small Standard-Size",2,8838,30.08,3482,89181.78,11286,4.22,3,77584,-27,0,0,"Jan, 2024",4,320,3.49
"charging cord organizer",3529,Electronics,FBA,"Large Standard-Size",6,5046,13.31,2758,25392.05,8299,4.49,2,38439,72,270,3,"Jan, 2024",4,2000,5.03
"over ear headphones wired",3527,Electronics,FBA,"Large Standard-Size",5,2750,27.87,3371,84871.04,19098,4.46,3,49606,102,124,0,"Aug, 2023",6,9000,1.55
"antenna amplifier",3527,Electronics,FBA,"Large Standard-Size",3,11348,63,389,24507,5318,4.30,2,2137,-52,45,0,"Jun, 2022",8,1000,0.07
"power strip tower",4134,Electronics,FBA,"Large Standard-Size",6,3502,27.19,1966,54345.72,4159,4.72,2,25608,-4,30,0,"Jan, 2024",5,329,1.57
"samsung odyssey g7",4134,Electronics,Amazon,"Small Oversize",4,18988,581.07,788,302224.6,2636,4.19,6,5782,18,-109,55,"Jan, 2024",4,105,2.49
"tablet apple",4134,Electronics,FBM,"Large Standard-Size",13,1528,829.97,1845,1523730.19,4101,4.70,12,34163,,-37,2,"Nov, 2023",8,370,0.65
"sony a95l",4134,Electronics,FBM,"Large Oversize",8,377186,3119.07,478,265841.87,1180,4.13,11,23000,,0,0,"Nov, 2023",3,74,0.93
"inspire 3 bands",4134,Electronics,FBA,"Small Standard-Size",11,31203,11.54,188,2081.15,236,4.15,2,1726,,0,0,"Jan, 2024",4,490,4.16
"android smart watches for women",4134,Electronics,FBA,"Large Standard-Size",8,9007,82.04,1016,94191.35,7718,4.26,3,14343,-43,0,0,"Jan, 2024",6,2000,0.82
"apple carplay radio",4134,Electronics,FBA,"Large Standard-Size",3,14959,137.24,364,50243.81,745,4.03,8,4576,25,0,0,"Jan, 2024",5,5000,2.20
"jbl party box",4134,Electronics,FBA,"Small Oversize",3,8000,355.15,864,216440.16,1669,4.65,13,16758,156,0,25,"Nov, 2023",5,442,0.89
tweeters,4134,Electronics,FBA,"Large Standard-Size",4,26457,32.39,225,5973.23,1120,4.44,6,3055,3,90,0,"Mar, 2022",8,3000,0.58
"jlab headphones",4134,Electronics,FBA,"Large Standard-Size",5,7881,30.71,1266,43193.99,11163,4.22,7,20970,7618,-13,0,"Aug, 2023",6,327,0.57
"rca to 1/4",4134,Electronics,FBA,"Large Standard-Size",8,47467,11.76,195,2216.38,1270,4.64,4,2085,92,64,0,"Jan, 2023",4,584,0.22
"airpods case pro",4134,Electronics,FBA,"Large Standard-Size",24,3173,8.32,1743,11936.24,9641,4.42,2,24568,,0,0,"Jan, 2024",8,6000,9.82
"grabadora de voz espia",4134,Electronics,FBA,"Large Standard-Size",2,5097,38.76,1019,40665.9,1376,4.22,2,18383,54,0,0,"Jan, 2024",4,348,11.72
"instant cameras that print photos",4134,Electronics,FBA,"Large Standard-Size",9,8350,83.28,1064,73305.35,4322,4.38,8,11090,-30,-51,-3,"Dec, 2022",4,539,1.25
"msi gaming monitor",4134,Electronics,Amazon,"Small Oversize",2,21035,227.38,254,62175.32,357,4.43,12,1564,65,-65,3,"Nov, 2023",5,237,5.00
"mini polaroid camera",4134,Electronics,FBA,"Large Standard-Size",8,16640,100.31,1016,84273.22,5707,4.52,10,11848,-25,0,0,"Dec, 2022",7,707,1.78
"sony mdr-7506",4134,Electronics,FBA,"Large Standard-Size",3,39349,177.86,1200,90736.67,9504,4.61,10,13310,114,135,0,"Sep, 2023",4,82,0.82
"samsung galaxy tab s9 ultra",4134,Electronics,FBM,"Large Standard-Size",5,141935,1061.79,118,55913.37,108,4.40,6,,,0,-7,"Sep, 2023",3,142,3.83
"subwoofer amplifier",4134,Electronics,FBA,"Large Standard-Size",2,31429,119.39,247,27938.08,1258,4.34,7,2806,-18,0,0,"May, 2022",7,3000,0.81
"carplay adapter",4134,Electronics,FBA,"Small Standard-Size",3,4206,57.29,1408,88416.21,772,3.97,2,16578,-57,0,-26,"Jan, 2024",6,1000,6.17
"samsung airtag",4134,Electronics,FBA,"Small Standard-Size",1,15324,50.68,8665,367185.07,22042,4.45,8,145852,8,70,0,"Jan, 2024",4,243,5.18
"ruku. tv stick 2023 new",4134,Electronics,FBA,"Large Standard-Size",1,2571,43.05,12411,492028.03,34083,4.61,25,173136,-32,26,2,"Mar, 2022",0,149,2.34
"70 inch tv wall mount",4134,Electronics,FBA,"Large Standard-Size",1,4385,42.49,4062,177938.12,9933,4.69,2,45067,,-37,-5,"Apr, 2023",5,504,1.69
"type c headphones",4134,Electronics,FBA,"Small Standard-Size",2,6315,12.38,3070,45633.09,17089,4.11,2,20533,66,0,0,"Jan, 2024",6,3000,6.72
"apple dongle",4134,Electronics,FBA,"Small Standard-Size",4,6348,8.56,7924,67320.37,27115,4.07,2,105311,,111,0,"Jan, 2024",6,157,1.73
"headphone jack adapter",4134,Electronics,FBA,"Small Standard-Size",3,5409,8.18,6902,55009.1,22002,4.49,2,79329,255,56,0,"Aug, 2022",7,2000,1.33
"smart watch samsung watch",4134,Electronics,FBM,"Large Standard-Size",5,10166,120.22,1320,163705.11,3008,4.37,8,8115,210,3472,-6,"Jan, 2024",8,485,1.47
"airpod max covers",4132,Electronics,FBA,"Large Standard-Size",13,16698,13.3,830,10350.75,414,4.45,2,14180,,0,0,"Jan, 2024",5,437,19.64
"insta360 go 3",4132,Electronics,FBM,"Large Standard-Size",2,102971,371.42,162,20488.24,413,4.50,2,37,,20,2,"Jan, 2024",3,179,1.96
"wire hider",4132,Electronics,FBA,"Large Standard-Size",11,1630,12.92,4160,52122.2,10549,4.54,2,49848,-27,146,0,"Mar, 2022",6,1000,1.47
"taramps 4 channel",4132,Electronics,FBA,"Large Standard-Size",1,39734,153.66,125,14084.3,188,4.41,5,1710,14,0,-8,"Jan, 2024",3,191,2.61
"android airtag",4132,Electronics,FBA,"Small Standard-Size",2,15701,31.88,6653,281924.08,16845,4.04,6,164423,-7,0,0,"Jan, 2024",4,423,7.10
"pixel buds pro 2",4132,Electronics,FBA,"Large Standard-Size",4,6569,94.82,3099,394684.74,7472,4.26,6,54254,,-75,0,"Nov, 2023",2,529,2.95
"9th generation ipad",4132,Electronics,Amazon,"Large Standard-Size",18,206,183,15250,4650585.28,5557,4.70,3,,,0,-5,"Jan, 2024",8,4000,3.05
"dongle for iphone with aux cord",4132,Electronics,FBA,"Small Standard-Size",4,11353,9.43,4155,37117.12,15974,4.08,3,60152,34,4,0,"Oct, 2023",2,758,4.67
"phono preamp",4132,Electronics,FBA,"Large Standard-Size",1,68459,122.89,237,13463.36,1201,4.48,4,2384,31,0,0,"Mar, 2022",6,334,0.90
"starlink cable",4132,Electronics,FBA,"Large Standard-Size",2,19483,95.14,127,15899.43,29,4.41,3,5175,,0,0,"Jan, 2024",3,698,21.39
"air tag keychain",4132,Electronics,FBA,"Small Standard-Size",23,11426,7.98,1999,21090.18,1727,4.67,2,21184,,-50,-9,"Sep, 2023",4,1000,6.04
"earphones with cord",4132,Electronics,FBA,"Large Standard-Size",5,1673,12.64,7119,91482.41,37335,4.31,3,88305,,0,0,"Aug, 2023",5,5000,0.85
"rockville subwoofer",4132,Electronics,FBM,"Small Oversize",3,62856,223.4,72,14848.06,744,4.19,2,1200,14,-27,0,"Apr, 2022",6,344,0.37
"barra de sonido para tv",4132,Electronics,FBA,"Large Standard-Size",4,5634,67.81,1752,118687.02,2922,4.26,3,27172,-11,13,0,"Jan, 2024",4,148,2.45
"home theater receiver",4132,Electronics,Amazon,"Small Oversize",2,15107,336.21,547,134480.16,1699,4.29,16,6419,13,-39,0,"Jan, 2024",6,4000,2.61
"usb c to headphone jack",4132,Electronics,FBA,"Small Standard-Size",3,3655,8.35,4641,39503.5,5751,4.43,2,67143,,0,0,"Jan, 2024",5,951,7.42
"jvc earbuds",4132,Electronics,Amazon,"Large Standard-Size",4,32444,28.82,198,4218.66,2567,4.11,4,2934,77,-30,5,"Nov, 2022",6,248,0.38
"impresora de fotos",4132,Electronics,FBA,"Large Standard-Size",7,10181,120.28,1832,189714.86,5798,4.44,10,26174,32,-61,0,"Dec, 2023",5,533,1.43
plug,4132,Electronics,FBA,"Large Standard-Size",3,2762,14.87,13883,203901.15,37096,4.65,3,159771,91,68,0,"Jan, 2024",10,100000,2.54
"e-readers kindle",4132,Electronics,FBA,"Large Standard-Size",5,30027,199.99,949,89670.52,4046,4.34,4,17981,-30,-6,31,"Oct, 2023",7,481,0.51
"amazfit bip 5",4132,Electronics,FBA,"Large Standard-Size",5,25341,51.17,846,49881.42,2453,4.10,2,6534,-58,0,0,"Jan, 2024",3,147,7.28
soundbars,4132,Electronics,Amazon,"Small Oversize",5,3231,124.25,2100,229544.96,4234,4.30,7,20169,-22,13,0,"Jan, 2024",9,847,1.11
"kids headphones bluetooth",4132,Electronics,FBA,"Large Standard-Size",6,6032,24.83,1294,36278.51,4219,4.43,2,19193,-11,-49,0,"Dec, 2023",7,799,2.15
"sanus tv wall mount",4132,Electronics,FBA,"Small Oversize",1,36804,169.99,2661,112942.6,8874,4.60,4,696,,42,1,"Jan, 2024",6,280,0.80
"cute airpod pro case",4132,Electronics,FBA,"Large Standard-Size",14,19534,10.69,253,2627.16,435,4.41,2,3216,-8,6,0,"Jan, 2024",5,3000,2.96
"camaras para carros delantera y trasera",4130,Electronics,FBA,"Large Standard-Size",1,6047,64.49,2693,234537.87,4072,4.23,3,32375,9,2947,2,"Jan, 2024",2,199,2.28
"usb c aux cord",4130,Electronics,FBA,"Small Standard-Size",1,2776,6.93,2266,16190.04,982,4.50,4,34248,,830,-48,"Jan, 2024",3,904,21.95
"usb c dongle",4130,Electronics,FBA,"Small Standard-Size",3,842,7.71,4303,35990.76,4577,4.29,3,55259,,628,5,"Jan, 2024",6,1000,9.80
edifier,4130,Electronics,FBA,"Large Standard-Size",3,17954,133.99,447,56408.92,3080,4.38,3,8182,-22,-50,-6,"Dec, 2023",7,479,0.38
"garmin inreach",4130,Electronics,FBA,"Large Standard-Size",2,62873,411.73,141,50941.64,561,4.46,10,4082,-25,0,0,"Dec, 2023",5,161,0.80
"record player bluetooth",4130,Electronics,FBA,"Small Oversize",8,6610,105.88,1203,105681.49,8508,4.41,5,18615,-2,-89,0,"Dec, 2023",7,608,0.43
"power outlet",4130,Electronics,FBA,"Large Standard-Size",4,307,14.27,16838,236779.31,20092,4.73,2,160783,2,0,0,"Jan, 2024",9,30000,1.31
"car audio subwoofers",4130,Electronics,FBA,"Large Standard-Size",3,54268,168.69,123,21475.82,823,4.41,7,1456,11,0,0,"Mar, 2022",6,3000,0.70
"augmented reality glasses",4130,Electronics,FBA,"Large Standard-Size",2,76002,340.99,495,154777.29,4913,3.54,6,28699,-56,0,0,"Nov, 2023",3,354,2.95
"emergency radio hand crank solar, am/fm/sw noaa weather radio",4130,Electronics,FBA,"Large Standard-Size",3,12570,40.36,2545,84717.19,5831,4.54,2,21508,-4,0,0,"Jan, 2024",1,216,2.62
"garmin instinct 2 solar",4130,Electronics,FBM,"Large Standard-Size",9,111973,369.79,183,65121.67,12622,4.57,6,2074,-42,-75,0,"Jul, 2022",3,263,1.05
"jbl flip 4",4130,Electronics,FBA,"Large Standard-Size",11,12580,75.88,1841,125438.3,22714,4.72,7,13345,17,4,-20,"Dec, 2023",6,216,2.62
"instax mini 11 film",4130,Electronics,FBA,"Large Standard-Size",3,8243,35.81,5051,106519.78,34697,4.75,8,54514,352,12,0,"Dec, 2023",4,515,12.64
"tripp lite surge protector",4130,Electronics,Amazon,"Large Standard-Size",6,44433,40.78,318,13306.69,2664,4.64,37,3494,-9,184,0,"Mar, 2022",5,346,0.72
"ultrawide curved monitor",4130,Electronics,Amazon,"Small Oversize",4,10834,494.26,1264,507158.93,4255,4.47,11,11264,-10,433,-14,"Nov, 2023",6,591,0.79
aftershokz,4130,Electronics,FBA,"Large Standard-Size",3,57498,118.7,2082,266194.65,8338,4.44,4,25537,313,-25,21,"Dec, 2022",6,280,1.09
"airpods pro 3rd generation case cover",4130,Electronics,FBA,"Large Standard-Size",19,5667,8.57,1319,9079.25,1582,4.42,2,13944,,0,0,"Jan, 2024",2,2000,6.10
"lightning to usb adapter",4130,Electronics,FBA,"Small Standard-Size",1,17444,12.99,548,5690.52,32,4.55,2,223,,-19,110,"Jan, 2024",7,3000,16.86
"hdmi wireless transmitter and receiver",4130,Electronics,FBA,"Large Standard-Size",2,23227,116.03,318,38628.58,400,4.39,2,4055,22,0,0,"Jan, 2024",5,792,5.60
"lg ultragear 27",4130,Electronics,Amazon,"Small Oversize",3,91866,338.55,454,134480.57,1821,4.49,13,6862,-45,0,-6,"Jul, 2022",5,202,0.88
"dash cams",4130,Electronics,FBA,"Large Standard-Size",1,2585,66.06,3756,300747.92,4672,4.36,3,54139,67,0,2,"Jan, 2024",10,2000,4.01
"camera canon",4130,Electronics,FBM,"Large Standard-Size",3,13650,375.17,1161,232156.15,1201,4.46,5,15379,417,-50,-4,"Dec, 2023",9,2000,15.40
"smart tv 40+ inch",4130,Electronics,Amazon,"Small Oversize",7,7889,218.66,2759,521962.36,2702,4.34,14,33704,290,0,1,"Jan, 2024",7,309,6.08
"airplane bluetooth adapter for headphones",4130,Electronics,FBA,"Large Standard-Size",3,81473,38.66,808,33191.6,1231,3.97,2,28527,83,273,0,"Nov, 2023",2,520,2.25
"small speaker",4130,Electronics,FBA,"Large Standard-Size",8,6651,26.39,3041,87606.11,26730,4.45,4,2205,,-35,5,"Dec, 2023",8,5000,0.33
"iphone airpods",4130,Electronics,FBA,"Large Standard-Size",4,1469,68.41,10754,1053019.96,64569,4.48,5,233115,,0,1,"Jan, 2024",8,1000,1.39
portal,4130,Electronics,FBA,"Large Standard-Size",1,166986,99.95,344,15021.79,1989,4.51,11,802,-26,-37,0,"Dec, 2022",9,10000,2.91
"wake up light sunrise alarm clock",4130,Electronics,FBA,"Large Standard-Size",2,20109,59.55,3303,232243.93,3447,4.36,3,37436,-19,23,0,"Jan, 2024",5,275,4.77
